number,value,datetime_start,datetime_complete,duration,params_beta,params_connectivity,params_leaky,params_spectral_radius,state
0,0.2518,2026-02-03 12:00:26.085453,2026-02-03 12:00:58.803534,0 days 00:00:32.718081,8.200169760865733e-05,0.08587569554155682,0.9519919774641186,0.76646491553789,COMPLETE
1,0.2792,2026-02-03 12:00:58.807423,2026-02-03 12:01:32.351756,0 days 00:00:33.544333,6.281316014413098e-05,0.6399887428176007,0.7293019808842929,0.8548421419396561,COMPLETE
2,0.12,2026-02-03 12:01:32.357552,2026-02-03 12:02:05.780590,0 days 00:00:33.423038,4.5231480496894864e-05,0.6820120910873967,0.8450125100956136,0.8428148065827532,COMPLETE
3,0.2392,2026-02-03 12:02:05.785533,2026-02-03 12:02:39.632832,0 days 00:00:33.847299,2.0944868834396326e-05,0.4455879390014279,0.8180305277235707,0.6176099339560577,COMPLETE
4,0.2442,2026-02-03 12:02:39.636460,2026-02-03 12:03:14.444783,0 days 00:00:34.808323,0.000152043665335206,0.4996412953206856,0.9795833015176112,0.724488025357421,COMPLETE
5,0.2059,2026-02-03 12:03:14.448154,2026-02-03 12:03:48.878946,0 days 00:00:34.430792,0.00014174322966901186,0.5965483606777267,0.7286117266769285,0.9664184936480407,COMPLETE
6,0.224,2026-02-03 12:03:48.888021,2026-02-03 12:04:23.447537,0 days 00:00:34.559516,2.083669942211692e-05,0.5361130810422018,0.9544218592063691,0.8996066711965987,COMPLETE
7,0.2005,2026-02-03 12:04:23.454945,2026-02-03 12:04:56.950202,0 days 00:00:33.495257,7.047977415894477e-05,0.30789945727950024,0.6992171293098386,0.5307293464914394,COMPLETE
8,0.2784,2026-02-03 12:04:56.957121,2026-02-03 12:05:30.488086,0 days 00:00:33.530965,0.0008278762880025368,0.10560609913695296,0.9245191542142555,0.5163192670078811,COMPLETE
9,0.2292,2026-02-03 12:05:30.495127,2026-02-03 12:06:03.697204,0 days 00:00:33.202077,2.3467382414601336e-05,0.13965444042337347,0.6783534452012714,0.5080009663150169,COMPLETE
10,0.2247,2026-02-03 12:06:03.702932,2026-02-03 12:06:37.030632,0 days 00:00:33.327700,0.00042219867060478024,0.053726697329660206,0.5478549735962953,0.7698483678007499,COMPLETE
