number,value,datetime_start,datetime_complete,duration,params_beta,params_connectivity,params_leaky,params_spectral_radius,state
0,0.39575,2026-02-02 00:44:58.888804,2026-02-02 00:45:59.845076,0 days 00:01:00.956272,4.010488441039838e-05,0.10922075923207301,0.5657413996455638,0.5271334170063869,COMPLETE
1,0.57275,2026-02-02 00:45:59.850727,2026-02-02 00:47:00.691542,0 days 00:01:00.840815,0.00024617893654965976,0.10665954094168816,0.7280702834002398,0.8348078544183635,COMPLETE
2,0.42741666666666667,2026-02-02 00:47:00.696758,2026-02-02 00:48:01.827862,0 days 00:01:01.131104,0.0003776513352984672,0.11346539180654888,0.6899634779500603,0.5887639712510825,COMPLETE
3,0.5455833333333333,2026-02-02 00:48:01.832964,2026-02-02 00:49:02.684612,0 days 00:01:00.851648,0.00035876917645617464,0.058929103162450376,0.8484986208624936,0.8815607440111406,COMPLETE
4,0.5401666666666667,2026-02-02 00:49:02.689594,2026-02-02 00:50:03.760180,0 days 00:01:01.070586,3.512722195377898e-05,0.10583175950899974,0.6869065689662808,0.7879238212462306,COMPLETE
5,0.32366666666666666,2026-02-02 00:50:03.765103,2026-02-02 00:51:04.772199,0 days 00:01:01.007096,1.2280741856456172e-05,0.14604655819566054,0.5985271400928198,0.7253293830404436,COMPLETE
6,0.28391666666666665,2026-02-02 00:51:04.775498,2026-02-02 00:52:05.905785,0 days 00:01:01.130287,4.107903180178908e-05,0.5045820396203863,0.5384782234933163,0.7542292229274478,COMPLETE
7,0.3325,2026-02-02 00:52:05.907479,2026-02-02 00:53:06.915606,0 days 00:01:01.008127,1.1768601884338305e-05,0.2654261994059396,0.9797166704167126,0.8163294197834419,COMPLETE
8,0.61775,2026-02-02 00:53:06.921400,2026-02-02 00:54:07.781737,0 days 00:01:00.860337,0.0002305605615367579,0.17347717961018821,0.7550084261591251,0.7627269724046915,COMPLETE
9,0.733,2026-02-02 00:54:07.787257,2026-02-02 00:55:08.862544,0 days 00:01:01.075287,0.0008181095184874521,0.11153951541026007,0.5644302827331601,0.6924110815080762,COMPLETE
10,0.47708333333333336,2026-02-02 00:55:08.868008,2026-02-02 00:56:09.982874,0 days 00:01:01.114866,0.0009637637037459555,0.8897736404933141,0.5146295696587562,0.6470676236161815,COMPLETE
