number,value,datetime_start,datetime_complete,duration,params_beta,params_connectivity,params_leaky,params_spectral_radius,state
0,0.8561666666666666,2026-02-02 12:42:05.002179,2026-02-02 12:42:36.270185,0 days 00:00:31.268006,0.00019407982792082253,0.406782031608722,0.7506621909633511,0.9684809810143797,COMPLETE
1,0.2644166666666667,2026-02-02 12:42:36.273944,2026-02-02 12:43:07.523061,0 days 00:00:31.249117,4.010048574530885e-05,0.17022509802467084,0.8031966070639622,0.5094046671715734,COMPLETE
2,0.19,2026-02-02 12:43:07.526413,2026-02-02 12:43:38.886270,0 days 00:00:31.359857,7.20339784977015e-05,0.33702932807934294,0.645038803605222,0.8028275602094324,COMPLETE
3,0.764,2026-02-02 12:43:38.887610,2026-02-02 12:44:10.621422,0 days 00:00:31.733812,0.00015196568166072388,0.07396510401260943,0.6491411629780154,0.7792828062436198,COMPLETE
4,0.41158333333333336,2026-02-02 12:44:10.622755,2026-02-02 12:44:42.056623,0 days 00:00:31.433868,7.291835638201717e-05,0.2629690867907301,0.8266004099285669,0.8195306023008275,COMPLETE
5,0.8080833333333334,2026-02-02 12:44:42.061095,2026-02-02 12:45:13.370637,0 days 00:00:31.309542,0.0006079203898818125,0.667390923019105,0.6837809350239483,0.7135738133801571,COMPLETE
6,0.762,2026-02-02 12:45:13.375384,2026-02-02 12:45:44.776707,0 days 00:00:31.401323,0.0006901845408537135,0.5140000397308842,0.8519442917701832,0.5491111747830275,COMPLETE
7,0.77,2026-02-02 12:45:44.781066,2026-02-02 12:46:16.099731,0 days 00:00:31.318665,0.0005448188369110733,0.3940374225850955,0.9994235032839333,0.5732296692824169,COMPLETE
8,0.7608333333333334,2026-02-02 12:46:16.104161,2026-02-02 12:46:47.465270,0 days 00:00:31.361109,0.0004966111413793923,0.07997291338660621,0.8077797821419221,0.5606717915962264,COMPLETE
9,0.4171666666666667,2026-02-02 12:46:47.469601,2026-02-02 12:47:18.593858,0 days 00:00:31.124257,1.375099078102485e-05,0.5156740724337275,0.7845503693072966,0.6995198156407398,COMPLETE
10,0.6535833333333333,2026-02-02 12:47:18.598091,2026-02-02 12:47:50.118783,0 days 00:00:31.520692,0.0002207657754536973,0.14398515733374695,0.5528208662096548,0.9622494154083825,COMPLETE
11,0.663,2026-02-02 12:47:50.122950,2026-02-02 12:48:21.314512,0 days 00:00:31.191562,0.00025312333623554153,0.8926619080399125,0.6832337118394564,0.989169483595144,COMPLETE
12,0.77475,2026-02-02 12:48:21.318759,2026-02-02 12:48:52.789785,0 days 00:00:31.471026,0.0009341870101058912,0.8471892818174902,0.5067620986058142,0.6700213211290085,COMPLETE
13,0.22416666666666665,2026-02-02 12:48:52.793730,2026-02-02 12:49:24.136866,0 days 00:00:31.343136,0.00032104136580712075,0.5497178599392984,0.6976361753815762,0.8824150290447267,COMPLETE
14,0.2609166666666667,2026-02-02 12:49:24.140795,2026-02-02 12:49:55.368468,0 days 00:00:31.227673,0.000136393190579917,0.24389231922660323,0.9078744505953349,0.6619349044878748,COMPLETE
15,0.84225,2026-02-02 12:49:55.372337,2026-02-02 12:50:26.830703,0 days 00:00:31.458366,0.0003553167496922957,0.649033142384574,0.7235912381768433,0.8851416679397397,COMPLETE
16,0.36391666666666667,2026-02-02 12:50:26.834425,2026-02-02 12:50:58.278562,0 days 00:00:31.444137,3.8097733676618344e-05,0.36667799326638834,0.7504034981132722,0.9059640149091298,COMPLETE
17,0.70575,2026-02-02 12:50:58.282263,2026-02-02 12:51:30.163532,0 days 00:00:31.881269,0.0002536095685062892,0.1649234853110257,0.5863034496701234,0.8916949823296454,COMPLETE
18,0.84125,2026-02-02 12:51:30.168114,2026-02-02 12:52:01.670263,0 days 00:00:31.502149,0.0001154438492944235,0.10634954081178721,0.8929311209765485,0.9283207160135797,COMPLETE
