number,value,datetime_start,datetime_complete,duration,params_beta,params_connectivity,params_leaky,params_spectral_radius,state
0,0.8060833333333334,2026-02-03 00:01:39.867265,2026-02-03 00:02:01.686404,0 days 00:00:21.819139,0.00019407982792082253,0.406782031608722,0.7506621909633511,0.9684809810143797,COMPLETE
1,0.77125,2026-02-03 00:02:01.689537,2026-02-03 00:02:23.541683,0 days 00:00:21.852146,4.010048574530885e-05,0.17022509802467084,0.8031966070639622,0.5094046671715734,COMPLETE
2,0.77375,2026-02-03 00:02:23.543470,2026-02-03 00:02:45.556566,0 days 00:00:22.013096,7.20339784977015e-05,0.33702932807934294,0.645038803605222,0.8028275602094324,COMPLETE
3,0.7805,2026-02-03 00:02:45.558112,2026-02-03 00:03:07.586360,0 days 00:00:22.028248,0.00015196568166072388,0.07396510401260943,0.6491411629780154,0.7792828062436198,COMPLETE
4,0.8079166666666666,2026-02-03 00:03:07.590129,2026-02-03 00:03:29.837741,0 days 00:00:22.247612,7.291835638201717e-05,0.2629690867907301,0.8266004099285669,0.8195306023008275,COMPLETE
5,0.7983333333333333,2026-02-03 00:03:29.841087,2026-02-03 00:03:51.843530,0 days 00:00:22.002443,0.0006079203898818125,0.667390923019105,0.6837809350239483,0.7135738133801571,COMPLETE
6,0.8020833333333334,2026-02-03 00:03:51.845394,2026-02-03 00:04:14.495757,0 days 00:00:22.650363,0.0006901845408537135,0.5140000397308842,0.8519442917701832,0.5491111747830275,COMPLETE
7,0.7998333333333333,2026-02-03 00:04:14.497381,2026-02-03 00:04:37.106339,0 days 00:00:22.608958,0.0005448188369110733,0.3940374225850955,0.9994235032839333,0.5732296692824169,COMPLETE
8,0.794,2026-02-03 00:04:37.108137,2026-02-03 00:04:59.257411,0 days 00:00:22.149274,0.0004966111413793923,0.07997291338660621,0.8077797821419221,0.5606717915962264,COMPLETE
9,0.801,2026-02-03 00:04:59.260546,2026-02-03 00:05:21.674621,0 days 00:00:22.414075,1.375099078102485e-05,0.5156740724337275,0.7845503693072966,0.6995198156407398,COMPLETE
10,0.7795,2026-02-03 00:05:21.681182,2026-02-03 00:05:44.125217,0 days 00:00:22.444035,2.630239680781846e-05,0.17978407335907626,0.5528208662096548,0.9146018359084818,COMPLETE
11,0.8105,2026-02-03 00:05:44.131719,2026-02-03 00:06:06.866633,0 days 00:00:22.734914,0.00016939685792965997,0.277793408311705,0.9169098027373804,0.9894044855227946,COMPLETE
12,0.8123333333333334,2026-02-03 00:06:06.872488,2026-02-03 00:06:28.775995,0 days 00:00:21.903507,8.02058738782528e-05,0.23421643375095655,0.9298951752551138,0.8718658985822534,COMPLETE
13,0.8130833333333334,2026-02-03 00:06:28.778966,2026-02-03 00:06:50.997157,0 days 00:00:22.218191,0.00022450468927902913,0.12604274890305409,0.9487775538357563,0.8930706185242584,COMPLETE
14,0.8068333333333333,2026-02-03 00:06:50.998669,2026-02-03 00:07:12.622064,0 days 00:00:21.623395,0.00028784908459555014,0.12312291875127354,0.9740266375725425,0.8734227582183096,COMPLETE
15,0.8059166666666666,2026-02-03 00:07:12.627804,2026-02-03 00:07:34.173533,0 days 00:00:21.545729,9.945257058147841e-05,0.0511060465572526,0.9024028141392564,0.8851416679397397,COMPLETE
16,0.8104166666666667,2026-02-03 00:07:34.178904,2026-02-03 00:07:56.145593,0 days 00:00:21.966689,3.8097733676618344e-05,0.1265887223978,0.924287623166485,0.6629016849754543,COMPLETE
17,0.82575,2026-02-03 00:07:56.153301,2026-02-03 00:08:17.768861,0 days 00:00:21.615560,0.0003338903618764533,0.13235423971955018,0.8786015146045442,0.9300464139328046,COMPLETE
18,0.8068333333333333,2026-02-03 00:08:17.772654,2026-02-03 00:08:39.445217,0 days 00:00:21.672563,0.0009566363549687317,0.11831805249219725,0.8711428212901231,0.9408337037172341,COMPLETE
19,0.821,2026-02-03 00:08:39.446963,2026-02-03 00:09:01.106764,0 days 00:00:21.659801,0.00031545467982366417,0.08484100281347412,0.9649038052571379,0.8332846472391302,COMPLETE
20,0.8076666666666666,2026-02-03 00:09:01.108725,2026-02-03 00:09:23.288728,0 days 00:00:22.180003,0.0003520880437458023,0.08047699469775241,0.8705870736029617,0.8227259036736176,COMPLETE
21,0.80575,2026-02-03 00:09:23.290582,2026-02-03 00:09:45.044028,0 days 00:00:21.753446,0.0002777987397309212,0.10474714763802379,0.9631336957579653,0.9179938110876914,COMPLETE
22,0.8039166666666666,2026-02-03 00:09:45.048827,2026-02-03 00:10:06.756360,0 days 00:00:21.707533,0.00036344844404851497,0.05492795452550181,0.9611825830531371,0.8476265327704869,COMPLETE
23,0.7956666666666666,2026-02-03 00:10:06.757593,2026-02-03 00:10:29.190180,0 days 00:00:22.432587,0.00019843745321826748,0.16255152959159333,0.9964678710626397,0.7631929004932109,COMPLETE
24,0.81875,2026-02-03 00:10:29.196978,2026-02-03 00:10:51.481695,0 days 00:00:22.284717,0.00025412554651118744,0.09762847337263483,0.8948810271894669,0.9351686826821082,COMPLETE
25,0.8065,2026-02-03 00:10:51.488278,2026-02-03 00:11:12.945542,0 days 00:00:21.457264,0.00041009714136143883,0.06673873600329383,0.8838368930596636,0.9406544365153794,COMPLETE
26,0.8085,2026-02-03 00:11:12.950959,2026-02-03 00:11:35.040469,0 days 00:00:22.089510,0.0001224648833678134,0.09409679344867754,0.7436701949388722,0.9568091014099667,COMPLETE
27,0.79875,2026-02-03 00:11:35.042695,2026-02-03 00:11:57.311973,0 days 00:00:22.269278,0.0009354751296061118,0.14532551210437109,0.8433696771959864,0.8441094963952117,COMPLETE
28,0.7800833333333334,2026-02-03 00:11:57.318252,2026-02-03 00:12:18.895332,0 days 00:00:21.577080,0.000268750271311572,0.06332897749628656,0.5411803403600219,0.9858895601576801,COMPLETE
29,0.79125,2026-02-03 00:12:18.900448,2026-02-03 00:12:40.533890,0 days 00:00:21.633442,0.00013805271491156538,0.09722139905286997,0.7387630097916854,0.9112382522859725,COMPLETE
