number,value,datetime_start,datetime_complete,duration,params_beta,params_connectivity,params_leaky,params_spectral_radius,state
0,0.373,2026-02-06 12:41:50.548314,2026-02-06 12:41:54.065765,0 days 00:00:03.517451,0.0007773257722009312,0.1594630340844999,0.9646457086513569,0.5488113158084229,COMPLETE
1,0.378,2026-02-06 12:41:54.067259,2026-02-06 12:41:57.361183,0 days 00:00:03.293924,2.9207087958233104e-05,0.6171845562727462,0.727081198453776,0.6600834320664475,COMPLETE
2,0.361,2026-02-06 12:41:57.363761,2026-02-06 12:42:00.592033,0 days 00:00:03.228272,7.204294288073695e-05,0.29531850127308196,0.5165372957377528,0.5076469715789458,COMPLETE
3,0.384,2026-02-06 12:42:00.594309,2026-02-06 12:42:03.781820,0 days 00:00:03.187511,3.209093622527103e-05,0.060872553171663075,0.6259704941230464,0.6083688485195811,COMPLETE
4,0.359,2026-02-06 12:42:03.782954,2026-02-06 12:42:06.961091,0 days 00:00:03.178137,0.0001725681006126806,0.07302642372267676,0.5060181114488271,0.5565873055979865,COMPLETE
5,0.378,2026-02-06 12:42:06.963211,2026-02-06 12:42:10.446126,0 days 00:00:03.482915,2.117916589137707e-05,0.8354626538818156,0.995172500780447,0.7004365067328002,COMPLETE
6,0.387,2026-02-06 12:42:10.451700,2026-02-06 12:42:13.593836,0 days 00:00:03.142136,1.3508540037207776e-05,0.3168035763767218,0.7451526732743685,0.9848107908693714,COMPLETE
7,0.384,2026-02-06 12:42:13.595795,2026-02-06 12:42:16.746244,0 days 00:00:03.150449,0.00021135335349261008,0.48099732354850483,0.644199248665747,0.6182951238375213,COMPLETE
8,0.397,2026-02-06 12:42:16.748138,2026-02-06 12:42:19.909656,0 days 00:00:03.161518,7.04981916225078e-05,0.10182310937672585,0.8329295587795938,0.7534811734291215,COMPLETE
9,0.382,2026-02-06 12:42:19.911458,2026-02-06 12:42:23.102356,0 days 00:00:03.190898,6.75637488166513e-05,0.24845878633720705,0.6435257599598149,0.8462216060737597,COMPLETE
10,0.389,2026-02-06 12:42:23.104491,2026-02-06 12:42:26.320006,0 days 00:00:03.215515,0.0004589049459049521,0.12498931194553978,0.8814530313852175,0.79694330158238,COMPLETE
11,0.388,2026-02-06 12:42:26.325092,2026-02-06 12:42:29.537739,0 days 00:00:03.212647,0.0007676768605216735,0.11832142153921288,0.8780362048963367,0.7944562659487372,COMPLETE
12,0.393,2026-02-06 12:42:29.539311,2026-02-06 12:42:32.750771,0 days 00:00:03.211460,0.00043776004941373643,0.09611878937954053,0.8465468295343813,0.8854673355048073,COMPLETE
13,0.396,2026-02-06 12:42:32.752434,2026-02-06 12:42:35.954196,0 days 00:00:03.201762,0.00022404321740733302,0.0836612745333242,0.8522052201885216,0.9341312149643162,COMPLETE
14,0.391,2026-02-06 12:42:35.955679,2026-02-06 12:42:39.492356,0 days 00:00:03.536677,0.00014049708444341887,0.050868550435829864,0.8179776671161266,0.9833474900028674,COMPLETE
15,0.407,2026-02-06 12:42:39.494480,2026-02-06 12:42:42.707138,0 days 00:00:03.212658,0.0003101023237836993,0.08133335592743131,0.7949356907532737,0.9159857796050141,COMPLETE
16,0.377,2026-02-06 12:42:42.708928,2026-02-06 12:42:45.932647,0 days 00:00:03.223719,5.2693902484765615e-05,0.18165499229562374,0.7808006413345205,0.7441547446090914,COMPLETE
17,0.401,2026-02-06 12:42:45.935256,2026-02-06 12:42:49.101179,0 days 00:00:03.165923,0.00031859451098669475,0.12133144713652302,0.9404952858372237,0.8719033565532507,COMPLETE
18,0.396,2026-02-06 12:42:49.103743,2026-02-06 12:42:52.310827,0 days 00:00:03.207084,0.0003656611227063344,0.15103482947864602,0.940918128446837,0.8906605704806895,COMPLETE
19,0.389,2026-02-06 12:42:52.312979,2026-02-06 12:42:55.513672,0 days 00:00:03.200693,0.0002996664319608183,0.06466158558378264,0.9193199477058882,0.9186453019408097,COMPLETE
20,0.373,2026-02-06 12:42:55.515449,2026-02-06 12:42:58.705258,0 days 00:00:03.189809,0.00011031544050742462,0.19861477644469555,0.7900295169947051,0.831724625644854,COMPLETE
21,0.389,2026-02-06 12:42:58.707383,2026-02-06 12:43:01.884196,0 days 00:00:03.176813,0.00010122605773393723,0.09792992954562388,0.6992964956993638,0.7684811070249007,COMPLETE
22,0.401,2026-02-06 12:43:01.886167,2026-02-06 12:43:05.096407,0 days 00:00:03.210240,0.000523753546046609,0.11786167766311505,0.9144124445541263,0.8423084700624736,COMPLETE
23,0.394,2026-02-06 12:43:05.098181,2026-02-06 12:43:08.635608,0 days 00:00:03.537427,0.0006136700348774747,0.13154131030813065,0.9190037555310574,0.8678455953861157,COMPLETE
24,0.388,2026-02-06 12:43:08.637143,2026-02-06 12:43:11.880608,0 days 00:00:03.243465,0.0002989284665481632,0.08322921233695826,0.9805584192872867,0.9233081892524598,COMPLETE
25,0.388,2026-02-06 12:43:11.881924,2026-02-06 12:43:15.113079,0 days 00:00:03.231155,0.000555361928917977,0.11701840831763598,0.905625093262963,0.8235751593585046,COMPLETE
26,0.381,2026-02-06 12:43:15.115737,2026-02-06 12:43:18.329675,0 days 00:00:03.213938,0.0009692976573240438,0.22719327659388497,0.9457266410452602,0.9048899496827848,COMPLETE
27,0.388,2026-02-06 12:43:18.334873,2026-02-06 12:43:21.699024,0 days 00:00:03.364151,0.0002681635736172321,0.15162086216617543,0.7840463367621175,0.9587733091825914,COMPLETE
28,0.375,2026-02-06 12:43:21.701200,2026-02-06 12:43:24.898610,0 days 00:00:03.197410,0.0003462198898446255,0.05337422445593554,0.8897102726343572,0.8719747337750751,COMPLETE
29,0.374,2026-02-06 12:43:24.900492,2026-02-06 12:43:28.115602,0 days 00:00:03.215110,0.0009997797952825092,0.07209146608489572,0.9715905953718618,0.7158176965413532,COMPLETE
