number,value,datetime_start,datetime_complete,duration,params_beta,params_connectivity,params_leaky,params_spectral_radius,state
0,0.1379,2026-02-04 04:29:16.940643,2026-02-04 04:29:40.728582,0 days 00:00:23.787939,0.00026343511105400704,0.240676738145914,0.6413498254727683,0.5148152764229315,COMPLETE
1,0.2182,2026-02-04 04:29:40.735685,2026-02-04 04:30:03.226013,0 days 00:00:22.490328,0.0006985908990544107,0.0511524809961692,0.6863395349104977,0.759963235135763,COMPLETE
2,0.1899,2026-02-04 04:30:03.230869,2026-02-04 04:30:26.272416,0 days 00:00:23.041547,4.8441989219323e-05,0.06476047806446054,0.7029711609841418,0.5119134678579773,COMPLETE
3,0.1497,2026-02-04 04:30:26.274802,2026-02-04 04:30:50.026217,0 days 00:00:23.751415,1.7037523452335073e-05,0.302022671208637,0.6395339741142991,0.6027774753312611,COMPLETE
4,0.2219,2026-02-04 04:30:50.031807,2026-02-04 04:31:13.098524,0 days 00:00:23.066717,0.0007901727372151672,0.26511743190411885,0.847635002952343,0.829258998891953,COMPLETE
5,0.1257,2026-02-04 04:31:13.104724,2026-02-04 04:31:35.755943,0 days 00:00:22.651219,0.00015048015155551164,0.050392194826020295,0.823598326947018,0.7941921961778433,COMPLETE
6,0.1789,2026-02-04 04:31:35.757077,2026-02-04 04:31:58.717687,0 days 00:00:22.960610,0.00042399164573222786,0.8081818921510346,0.5084358366850199,0.8412763910437105,COMPLETE
7,0.1398,2026-02-04 04:31:58.719081,2026-02-04 04:32:22.409773,0 days 00:00:23.690692,1.564897336125749e-05,0.21823126050546293,0.6669824347984046,0.8875116799814284,COMPLETE
8,0.1614,2026-02-04 04:32:22.415939,2026-02-04 04:32:43.985575,0 days 00:00:21.569636,1.5197475924757503e-05,0.17940939705334977,0.7599761872854192,0.8400386413579283,COMPLETE
9,0.1825,2026-02-04 04:32:43.991373,2026-02-04 04:33:06.414774,0 days 00:00:22.423401,0.0005941848336953139,0.0965762291867384,0.7051507813450628,0.805414389779864,COMPLETE
10,0.1576,2026-02-04 04:33:06.422158,2026-02-04 04:33:30.699878,0 days 00:00:24.277720,8.006125570555764e-05,0.540752821083312,0.9943852619561329,0.9812100885699533,COMPLETE
11,0.2146,2026-02-04 04:33:30.706816,2026-02-04 04:33:55.286135,0 days 00:00:24.579319,0.0008856638622898491,0.10400417876069844,0.8896940517203387,0.6916607337300136,COMPLETE
