number,value,datetime_start,datetime_complete,duration,params_beta,params_connectivity,params_leaky,params_spectral_radius,state
0,0.1562,2026-02-03 12:52:22.199740,2026-02-03 12:52:56.158375,0 days 00:00:33.958635,6.838687356454331e-05,0.061366434161646576,0.6463970157202594,0.5746538057869879,COMPLETE
1,0.206,2026-02-03 12:52:56.163423,2026-02-03 12:53:30.508389,0 days 00:00:34.344966,0.0006176917040796171,0.07307585217369153,0.8020589020104409,0.6875759489873485,COMPLETE
2,0.2677,2026-02-03 12:53:30.513154,2026-02-03 12:54:04.060354,0 days 00:00:33.547200,0.00015291878457879168,0.8200041426329367,0.7734424508347111,0.6346635492351224,COMPLETE
3,0.355,2026-02-03 12:54:04.065029,2026-02-03 12:54:39.035287,0 days 00:00:34.970258,3.493860293837348e-05,0.6678049438944129,0.7033666729178741,0.7705183555790658,COMPLETE
4,0.1011,2026-02-03 12:54:39.039855,2026-02-03 12:55:12.267910,0 days 00:00:33.228055,0.00010273839283439864,0.1864990065569961,0.7008567676897993,0.6217225978906558,COMPLETE
5,0.2855,2026-02-03 12:55:12.271903,2026-02-03 12:55:46.607800,0 days 00:00:34.335897,0.0003170954759010495,0.12262598850215352,0.6865174319403737,0.7572355167045894,COMPLETE
6,0.3949,2026-02-03 12:55:46.611895,2026-02-03 12:56:20.318658,0 days 00:00:33.706763,1.2513551691368924e-05,0.13110303825530242,0.9620793833103818,0.9225360879495921,COMPLETE
7,0.3169,2026-02-03 12:56:20.320047,2026-02-03 12:56:54.383166,0 days 00:00:34.063119,4.9768205094903065e-05,0.10407837219500472,0.723067756329601,0.5512676654838123,COMPLETE
8,0.3938,2026-02-03 12:56:54.387157,2026-02-03 12:57:28.051171,0 days 00:00:33.664014,0.00026366762388629325,0.42461377522113,0.8402572405714129,0.8049683699973424,COMPLETE
9,0.3874,2026-02-03 12:57:28.054319,2026-02-03 12:58:01.267417,0 days 00:00:33.213098,0.0005734156292282596,0.09040762785274,0.670849057432366,0.8313588163159569,COMPLETE
10,0.3954,2026-02-03 12:58:01.273346,2026-02-03 12:58:34.623650,0 days 00:00:33.350304,1.0431290328667083e-05,0.2735036437096704,0.9786696881404262,0.9897216706237029,COMPLETE
11,0.3979,2026-02-03 12:58:34.629224,2026-02-03 12:59:07.851856,0 days 00:00:33.222632,1.011879664108451e-05,0.2684318266860432,0.9800527735905418,0.9764468512262376,COMPLETE
12,0.3995,2026-02-03 12:59:07.858022,2026-02-03 12:59:42.254718,0 days 00:00:34.396696,1.125763485060935e-05,0.3677037040075632,0.9946627462318148,0.9185892409603613,COMPLETE
13,0.3318,2026-02-03 12:59:42.259803,2026-02-03 13:00:16.315433,0 days 00:00:34.055630,2.528987280304244e-05,0.34198255781954084,0.5115948831570827,0.9253855141444287,COMPLETE
14,0.4017,2026-02-03 13:00:16.320192,2026-02-03 13:00:49.717209,0 days 00:00:33.397017,1.969890757951602e-05,0.4632126377225834,0.8920179310604355,0.869764666868419,COMPLETE
15,0.123,2026-02-03 13:00:49.723723,2026-02-03 13:01:22.958175,0 days 00:00:33.234452,1.86078239471531e-05,0.5124086674947147,0.8843761004668298,0.8694278895164119,COMPLETE
16,0.3842,2026-02-03 13:01:22.964264,2026-02-03 13:01:56.230566,0 days 00:00:33.266302,2.274004264809797e-05,0.19109260349923746,0.9051111377071042,0.889011277759217,COMPLETE
17,0.392,2026-02-03 13:01:56.242193,2026-02-03 13:02:29.847257,0 days 00:00:33.605064,4.1811311150814115e-05,0.5016333260449631,0.9100706733377071,0.8373332104057474,COMPLETE
18,0.4009,2026-02-03 13:02:29.849809,2026-02-03 13:03:03.041575,0 days 00:00:33.191766,1.6991606565086624e-05,0.3574506751032557,0.8499125319280391,0.9250032869787403,COMPLETE
19,0.3282,2026-02-03 13:03:03.044837,2026-02-03 13:03:36.303100,0 days 00:00:33.258263,1.905067872315765e-05,0.6284561557750278,0.8287423519285607,0.6977739662805608,COMPLETE
20,0.3947,2026-02-03 13:03:36.307407,2026-02-03 13:04:09.598190,0 days 00:00:33.290783,8.70924304583908e-05,0.268764424305547,0.5803207297490645,0.9532097081625662,COMPLETE
21,0.4055,2026-02-03 13:04:09.602042,2026-02-03 13:04:42.471480,0 days 00:00:32.869438,1.559638124582397e-05,0.38449970681955475,0.9214726254140777,0.8849184583818552,COMPLETE
22,0.3937,2026-02-03 13:04:42.475195,2026-02-03 13:05:16.261834,0 days 00:00:33.786639,3.0461340965706548e-05,0.3567993666232559,0.868819479081507,0.8688609309451905,COMPLETE
23,0.3984,2026-02-03 13:05:16.265549,2026-02-03 13:05:49.859298,0 days 00:00:33.593749,1.493503779315449e-05,0.4712941653735925,0.9309701657125609,0.8020179847017703,COMPLETE
24,0.3867,2026-02-03 13:05:49.862464,2026-02-03 13:06:23.738722,0 days 00:00:33.876258,5.486119334282297e-05,0.6438215970191737,0.9370529304519389,0.8869871662002988,COMPLETE
25,0.318,2026-02-03 13:06:23.748997,2026-02-03 13:06:56.870619,0 days 00:00:33.121622,1.721438435972451e-05,0.23507228679065476,0.8503851996817727,0.7139946853775846,COMPLETE
26,0.4023,2026-02-03 13:06:56.874107,2026-02-03 13:07:30.709725,0 days 00:00:33.835618,2.809411060026391e-05,0.8712410715656914,0.7869079895503213,0.9456100633261008,COMPLETE
27,0.4015,2026-02-03 13:07:30.717763,2026-02-03 13:08:04.900577,0 days 00:00:34.182814,3.0048439766148292e-05,0.843233835962342,0.7654239630588674,0.9559528508382132,COMPLETE
28,0.3732,2026-02-03 13:08:04.904783,2026-02-03 13:08:38.093269,0 days 00:00:33.188486,3.92820822427646e-05,0.8905947098274248,0.7760190199269219,0.8304029665115931,COMPLETE
29,0.366,2026-02-03 13:08:38.102163,2026-02-03 13:09:11.457167,0 days 00:00:33.355004,7.221748432606503e-05,0.5807736460320626,0.8193548837594068,0.7888246327045385,COMPLETE
