number,value,datetime_start,datetime_complete,duration,params_beta,params_connectivity,params_leaky,params_spectral_radius,state
0,0.1577,2026-02-01 13:04:36.064622,2026-02-01 13:05:42.993961,0 days 00:01:06.929339,0.0005540787181959424,0.29906492346663033,0.5667307354674672,0.9804842650657684,COMPLETE
1,0.2457,2026-02-01 13:05:42.999401,2026-02-01 13:06:50.526564,0 days 00:01:07.527163,0.0007024446930675156,0.21380681967874882,0.9611739908983166,0.7652765889409965,COMPLETE
2,0.1254,2026-02-01 13:06:50.534098,2026-02-01 13:07:58.012374,0 days 00:01:07.478276,1.1805044672163632e-05,0.5504493372999818,0.9841432051471486,0.9506935772812977,COMPLETE
3,0.2096,2026-02-01 13:07:58.014078,2026-02-01 13:09:04.491963,0 days 00:01:06.477885,3.981601936422029e-05,0.08286220689583033,0.6945673385505928,0.9665499216747562,COMPLETE
4,0.2821,2026-02-01 13:09:04.493639,2026-02-01 13:10:12.752099,0 days 00:01:08.258460,0.0006542612344132976,0.07950613204895789,0.94315233304328,0.7187332635867694,COMPLETE
5,0.19,2026-02-01 13:10:12.759207,2026-02-01 13:11:19.097624,0 days 00:01:06.338417,1.4222421260364838e-05,0.07945164678132363,0.8305587557540497,0.715729238886451,COMPLETE
6,0.2425,2026-02-01 13:11:19.104766,2026-02-01 13:12:25.165291,0 days 00:01:06.060525,1.3179186279248918e-05,0.3743010458843335,0.6236993777695768,0.5194116060639636,COMPLETE
7,0.268,2026-02-01 13:12:25.171319,2026-02-01 13:13:32.099172,0 days 00:01:06.927853,0.0006253522466352017,0.05965408827883254,0.9538664787425197,0.8625431197362594,COMPLETE
8,0.249,2026-02-01 13:13:32.105244,2026-02-01 13:14:38.880801,0 days 00:01:06.775557,0.0009906597145736683,0.34933659844403514,0.7644699645154416,0.6491787185302154,COMPLETE
9,0.1791,2026-02-01 13:14:38.886134,2026-02-01 13:15:45.998096,0 days 00:01:07.111962,0.0009100261217713625,0.14243475460057006,0.7353244746069547,0.6853401357124963,COMPLETE
10,0.1585,2026-02-01 13:15:46.003432,2026-02-01 13:16:53.079429,0 days 00:01:07.075997,0.00016316347432751262,0.1351778253748084,0.8513912936436787,0.5656102312608835,COMPLETE
11,0.2159,2026-02-01 13:16:53.084624,2026-02-01 13:18:00.643630,0 days 00:01:07.559006,0.0002491924011179052,0.0569286154415877,0.9031073129651853,0.8198845408830163,COMPLETE
12,0.2531,2026-02-01 13:18:00.648452,2026-02-01 13:19:07.449704,0 days 00:01:06.801252,0.0003330971029920755,0.060886031037037804,0.8788016888376723,0.857060340246473,COMPLETE
13,0.2381,2026-02-01 13:19:07.456218,2026-02-01 13:20:14.432529,0 days 00:01:06.976311,9.115484734822346e-05,0.11800773960672721,0.9987447327300535,0.8673248684683889,COMPLETE
14,0.1721,2026-02-01 13:20:14.439343,2026-02-01 13:21:20.769920,0 days 00:01:06.330577,0.00039462526554279425,0.052247748732211524,0.9233544505372567,0.7845822221539669,COMPLETE
