number,value,datetime_start,datetime_complete,duration,params_beta,params_connectivity,params_leaky,params_spectral_radius,state
0,0.1689,2026-02-01 02:47:54.355323,2026-02-01 02:48:30.067955,0 days 00:00:35.712632,4.010488441039838e-05,0.10922075923207301,0.5657413996455638,0.5271334170063869,COMPLETE
1,0.1066,2026-02-01 02:48:30.071973,2026-02-01 02:49:05.443633,0 days 00:00:35.371660,0.00024617893654965976,0.10665954094168816,0.7280702834002398,0.8348078544183635,COMPLETE
2,0.2452,2026-02-01 02:49:05.447832,2026-02-01 02:49:41.039904,0 days 00:00:35.592072,0.0003776513352984672,0.11346539180654888,0.6899634779500603,0.5887639712510825,COMPLETE
3,0.2025,2026-02-01 02:49:41.043788,2026-02-01 02:50:17.144180,0 days 00:00:36.100392,0.00035876917645617464,0.058929103162450376,0.8484986208624936,0.8815607440111406,COMPLETE
4,0.2714,2026-02-01 02:50:17.145618,2026-02-01 02:50:52.710383,0 days 00:00:35.564765,3.512722195377898e-05,0.10583175950899974,0.6869065689662808,0.7879238212462306,COMPLETE
5,0.1682,2026-02-01 02:50:52.714073,2026-02-01 02:51:28.386230,0 days 00:00:35.672157,1.2280741856456172e-05,0.14604655819566054,0.5985271400928198,0.7253293830404436,COMPLETE
6,0.2582,2026-02-01 02:51:28.391009,2026-02-01 02:52:03.951540,0 days 00:00:35.560531,4.107903180178908e-05,0.5045820396203863,0.5384782234933163,0.7542292229274478,COMPLETE
7,0.2059,2026-02-01 02:52:03.956200,2026-02-01 02:52:39.564245,0 days 00:00:35.608045,1.1768601884338305e-05,0.2654261994059396,0.9797166704167126,0.8163294197834419,COMPLETE
8,0.241,2026-02-01 02:52:39.568810,2026-02-01 02:53:15.121844,0 days 00:00:35.553034,0.0002305605615367579,0.17347717961018821,0.7550084261591251,0.7627269724046915,COMPLETE
9,0.2104,2026-02-01 02:53:15.126160,2026-02-01 02:53:50.416348,0 days 00:00:35.290188,0.0008181095184874521,0.11153951541026007,0.5644302827331601,0.6924110815080762,COMPLETE
10,0.2212,2026-02-01 02:53:50.420652,2026-02-01 02:54:25.886671,0 days 00:00:35.466019,5.2030007876502823e-05,0.8897736404933141,0.8529288903683834,0.9480421118310942,COMPLETE
11,0.2545,2026-02-01 02:54:25.891162,2026-02-01 02:55:01.650515,0 days 00:00:35.759353,3.3826814810799064e-05,0.4160821569262537,0.5062449856030019,0.6525469460823254,COMPLETE
12,0.298,2026-02-01 02:55:01.654866,2026-02-01 02:55:36.979938,0 days 00:00:35.325072,9.078842420900874e-05,0.5384290977035591,0.6567309039511188,0.7802199656180617,COMPLETE
13,0.1532,2026-02-01 02:55:36.984247,2026-02-01 02:56:11.946256,0 days 00:00:34.962009,0.00010178925482895198,0.05093562740023058,0.648567760437664,0.9819843347177385,COMPLETE
14,0.2417,2026-02-01 02:56:11.950309,2026-02-01 02:56:46.811709,0 days 00:00:34.861400,9.50939087055059e-05,0.27933672571990686,0.7903266089289951,0.8838872286785893,COMPLETE
15,0.2332,2026-02-01 02:56:46.815923,2026-02-01 02:57:22.742962,0 days 00:00:35.927039,2.1473264928107856e-05,0.6042614607702614,0.6429155250067154,0.8082204888084747,COMPLETE
16,0.2422,2026-02-01 02:57:22.746914,2026-02-01 02:57:58.486384,0 days 00:00:35.739470,9.10329309484347e-05,0.35797893809883713,0.6506020809919421,0.6394742122285405,COMPLETE
17,0.1439,2026-02-01 02:57:58.489079,2026-02-01 02:58:34.115688,0 days 00:00:35.626609,7.027136205240313e-05,0.07291738808877697,0.8196235989807723,0.889527565120981,COMPLETE
18,0.1111,2026-02-01 02:58:34.118261,2026-02-01 02:59:09.543742,0 days 00:00:35.425481,2.2422188809653513e-05,0.82356389387338,0.91047341892637,0.787610026590579,COMPLETE
19,0.1947,2026-02-01 02:59:09.548665,2026-02-01 02:59:45.366034,0 days 00:00:35.817369,0.0001568850093347416,0.21447302546079522,0.7259842342845583,0.6819383163366488,COMPLETE
20,0.1068,2026-02-01 02:59:45.368060,2026-02-01 03:00:21.063235,0 days 00:00:35.695175,1.9734246129718214e-05,0.0871738993444482,0.6096399719791025,0.8518373199832995,COMPLETE
21,0.2545,2026-02-01 03:00:21.068063,2026-02-01 03:00:56.776609,0 days 00:00:35.708546,5.218381447345725e-05,0.5240018193149558,0.5051426084617845,0.7388726491481679,COMPLETE
22,0.1185,2026-02-01 03:00:56.781167,2026-02-01 03:01:32.322496,0 days 00:00:35.541329,3.1556031145297435e-05,0.6140671153062733,0.6814822488365134,0.7595206283019761,COMPLETE
23,0.2214,2026-02-01 03:01:32.326719,2026-02-01 03:02:08.087020,0 days 00:00:35.760301,0.00013544593803777383,0.407295457282154,0.5454277345846954,0.6963230507150209,COMPLETE
24,0.2445,2026-02-01 03:02:08.091389,2026-02-01 03:02:43.356142,0 days 00:00:35.264753,5.911317435041863e-05,0.29464918611392366,0.605324876250509,0.779133178946318,COMPLETE
25,0.2136,2026-02-01 03:02:43.360453,2026-02-01 03:03:19.056626,0 days 00:00:35.696173,2.5577514656776793e-05,0.5057744260877275,0.6799336690741249,0.7256779389322351,COMPLETE
26,0.2572,2026-02-01 03:03:19.061246,2026-02-01 03:03:54.716304,0 days 00:00:35.655058,4.0449447657608375e-05,0.6729937663307539,0.7701668715552031,0.6153811777021304,COMPLETE
27,0.1822,2026-02-01 03:03:54.720433,2026-02-01 03:04:29.984449,0 days 00:00:35.264016,1.4369838170938792e-05,0.18785801637615074,0.7139510658387236,0.9190671632630871,COMPLETE
28,0.1859,2026-02-01 03:04:29.988506,2026-02-01 03:05:05.207448,0 days 00:00:35.218942,7.380867096611594e-05,0.2403281877945596,0.6175269619632142,0.8014095069974427,COMPLETE
29,0.1605,2026-02-01 03:05:05.211352,2026-02-01 03:05:40.905200,0 days 00:00:35.693848,3.9704228248354805e-05,0.3417006813035709,0.5462730153706153,0.546838535412932,COMPLETE
