number,value,datetime_start,datetime_complete,duration,params_beta,params_connectivity,params_leaky,params_spectral_radius,state
0,0.2805,2026-02-03 19:50:43.626635,2026-02-03 19:51:48.145607,0 days 00:01:04.518972,1.2359890458751453e-05,0.14175974823937437,0.9143284572778689,0.9532337868570642,COMPLETE
1,0.2496,2026-02-03 19:51:48.150976,2026-02-03 19:52:53.287055,0 days 00:01:05.136079,0.0009353687477155571,0.09794454935533267,0.6742596847462816,0.8993335748914212,COMPLETE
2,0.2875,2026-02-03 19:52:53.292184,2026-02-03 19:53:58.608898,0 days 00:01:05.316714,0.0009638789298981805,0.8227985987966805,0.9524741727749635,0.6453125698813746,COMPLETE
3,0.2149,2026-02-03 19:53:58.613156,2026-02-03 19:55:04.446425,0 days 00:01:05.833269,2.929817110005398e-05,0.10281586274253778,0.5529530774411161,0.9659667794171432,COMPLETE
4,0.2928,2026-02-03 19:55:04.448152,2026-02-03 19:56:09.326951,0 days 00:01:04.878799,0.0005800166019699554,0.36712769058936495,0.5291781794902943,0.8580474585724633,COMPLETE
5,0.2422,2026-02-03 19:56:09.333106,2026-02-03 19:57:14.311867,0 days 00:01:04.978761,0.0003144680409059172,0.10988857676152347,0.6895284480387143,0.6834051298272489,COMPLETE
6,0.293,2026-02-03 19:57:14.317642,2026-02-03 19:58:19.322024,0 days 00:01:05.004382,4.063842002688845e-05,0.09942209205936962,0.5859265495238215,0.7201529078569917,COMPLETE
7,0.2196,2026-02-03 19:58:19.327498,2026-02-03 19:59:24.034462,0 days 00:01:04.706964,0.0007676569733791507,0.5654328499472177,0.6188709130078194,0.7461708341697382,COMPLETE
8,0.3396,2026-02-03 19:59:24.039103,2026-02-03 20:00:28.759070,0 days 00:01:04.719967,0.00031734358511641245,0.3124711189546804,0.9336447027312325,0.9607027477838359,COMPLETE
9,0.3493,2026-02-03 20:00:28.764110,2026-02-03 20:01:33.256344,0 days 00:01:04.492234,8.010200102980597e-05,0.37768291788848646,0.9839827833021135,0.987256386927363,COMPLETE
