number,value,datetime_start,datetime_complete,duration,params_beta,params_connectivity,params_leaky,params_spectral_radius,state
0,0.80025,2026-02-02 16:59:53.234913,2026-02-02 17:00:53.622491,0 days 00:01:00.387578,0.00024262985503685795,0.1253503487279734,0.707131497257335,0.5314322732109044,COMPLETE
1,0.747,2026-02-02 17:00:53.626970,2026-02-02 17:01:53.678870,0 days 00:01:00.051900,1.5412781495004114e-05,0.25716344272071884,0.6326947454697227,0.7563915461986828,COMPLETE
2,0.8051666666666667,2026-02-02 17:01:53.681471,2026-02-02 17:02:53.799829,0 days 00:01:00.118358,0.00021618261203953774,0.26420425316672436,0.964648098788107,0.6560987867011486,COMPLETE
3,0.8004166666666667,2026-02-02 17:02:53.801444,2026-02-02 17:03:54.007071,0 days 00:01:00.205627,2.324784621061443e-05,0.07318334184699027,0.8581636020592828,0.6418089855441286,COMPLETE
4,0.42133333333333334,2026-02-02 17:03:54.009082,2026-02-02 17:04:53.684108,0 days 00:00:59.675026,1.0218589483781247e-05,0.27239778092113837,0.5100537730937468,0.9061806143165079,COMPLETE
5,0.8514166666666667,2026-02-02 17:04:53.685816,2026-02-02 17:05:54.113921,0 days 00:01:00.428105,0.0008401891913442231,0.3546618429439189,0.6350039865960824,0.8602450708400715,COMPLETE
6,0.8358333333333333,2026-02-02 17:05:54.115188,2026-02-02 17:06:54.297887,0 days 00:01:00.182699,0.00013947738988072796,0.10261786764344176,0.7880786672089184,0.7901005463232011,COMPLETE
7,0.8054166666666667,2026-02-02 17:06:54.300498,2026-02-02 17:07:54.677021,0 days 00:01:00.376523,0.0004929664291135948,0.0952792311955382,0.9763745057584925,0.7190914355226374,COMPLETE
8,0.844,2026-02-02 17:07:54.680565,2026-02-02 17:08:54.790373,0 days 00:01:00.109808,6.208854487201745e-05,0.37757836933844424,0.6487184754275668,0.8987609316542138,COMPLETE
9,0.8474166666666667,2026-02-02 17:08:54.795185,2026-02-02 17:09:54.448687,0 days 00:00:59.653502,0.0002426963138379089,0.6382555821772107,0.7906364363179293,0.9320503273088778,COMPLETE
10,0.85175,2026-02-02 17:09:54.450350,2026-02-02 17:10:54.384883,0 days 00:00:59.934533,0.0009413622940065359,0.7904163159524775,0.5022924516968239,0.9898735354581826,COMPLETE
11,0.8570833333333333,2026-02-02 17:10:54.388157,2026-02-02 17:11:54.658901,0 days 00:01:00.270744,0.0008931040785990159,0.873769675921328,0.525952024096362,0.9774934373612287,COMPLETE
12,0.8575,2026-02-02 17:11:54.660679,2026-02-02 17:12:54.925451,0 days 00:01:00.264772,0.0008414311200281121,0.8522597910054386,0.5070128494670016,0.9818057509597545,COMPLETE
13,0.8550833333333333,2026-02-02 17:12:54.929453,2026-02-02 17:13:55.041114,0 days 00:01:00.111661,0.0005152735206625374,0.5749149352565098,0.5591448914571713,0.9727704927381803,COMPLETE
14,0.7688333333333334,2026-02-02 17:13:55.044431,2026-02-02 17:14:54.850036,0 days 00:00:59.805605,5.4580790942693776e-05,0.48615227646929965,0.578299001150403,0.8215421671629946,COMPLETE
15,0.8478333333333333,2026-02-02 17:14:54.854080,2026-02-02 17:15:54.624781,0 days 00:00:59.770701,0.0004986599877188477,0.8685705552941657,0.5782165853684758,0.8640404180522567,COMPLETE
16,0.8551666666666666,2026-02-02 17:15:54.625883,2026-02-02 17:16:54.682398,0 days 00:01:00.056515,0.0009968547473672663,0.17784779251606223,0.7070897174266024,0.948782238895698,COMPLETE
17,0.74875,2026-02-02 17:16:54.684677,2026-02-02 17:17:54.740605,0 days 00:01:00.055928,0.0003417414244829474,0.4415232139569996,0.5494935433392888,0.5057812626515913,COMPLETE
18,0.8371666666666666,2026-02-02 17:17:54.745079,2026-02-02 17:18:54.837747,0 days 00:01:00.092668,0.00011223387815281784,0.7049510769469783,0.6989657626170173,0.8530590191205304,COMPLETE
19,0.8078333333333333,2026-02-02 17:18:54.842113,2026-02-02 17:19:55.134166,0 days 00:01:00.292053,5.6183427465460165e-05,0.16903384203489033,0.9131039322787192,0.710755973662933,COMPLETE
20,0.7963333333333333,2026-02-02 17:19:55.138283,2026-02-02 17:20:55.464978,0 days 00:01:00.326695,0.0005732823784734425,0.5758689744478437,0.6040104644892953,0.5759503735414239,COMPLETE
21,0.8419166666666666,2026-02-02 17:20:55.467201,2026-02-02 17:21:55.233418,0 days 00:00:59.766217,0.0009890516319445253,0.17916737982282857,0.711438615288734,0.9480187031145602,COMPLETE
22,0.8590833333333333,2026-02-02 17:21:55.235982,2026-02-02 17:22:55.542658,0 days 00:01:00.306676,0.0005997025874397042,0.05024510814502818,0.5265323177449324,0.9861005224077174,COMPLETE
23,0.6715833333333333,2026-02-02 17:22:55.543801,2026-02-02 17:23:55.734431,0 days 00:01:00.190630,0.00033094627783189826,0.07468362096892056,0.5204565377696878,0.905683003640781,COMPLETE
24,0.8473333333333334,2026-02-02 17:23:55.736528,2026-02-02 17:24:55.999834,0 days 00:01:00.263306,0.0006043456479833791,0.05816820428327695,0.5386220058980818,0.9861262952317905,COMPLETE
25,0.8553333333333333,2026-02-02 17:24:56.004779,2026-02-02 17:25:56.072893,0 days 00:01:00.068114,0.000362991398036874,0.8129794188144309,0.6064480952998388,0.9371721347169565,COMPLETE
26,0.8409166666666666,2026-02-02 17:25:56.077624,2026-02-02 17:26:55.952403,0 days 00:00:59.874779,0.0006753613014513501,0.056703269997637924,0.6592829362137539,0.9008941299363032,COMPLETE
27,0.8305,2026-02-02 17:26:55.957024,2026-02-02 17:27:55.772297,0 days 00:00:59.815273,0.0001820891028662518,0.1334880697245731,0.5039387818849133,0.8196374970406772,COMPLETE
28,0.8700833333333333,2026-02-02 17:27:55.776689,2026-02-02 17:28:56.005017,0 days 00:01:00.228328,0.00040351225316021476,0.33893532346459143,0.5971794185582969,0.9639783419450432,COMPLETE
29,0.8528333333333333,2026-02-02 17:28:56.009300,2026-02-02 17:29:55.642312,0 days 00:00:59.633012,0.0003707032777799112,0.3192870814675447,0.5872887142528662,0.8799611246570103,COMPLETE
